ID_ALUNO;ANO_INGRESSO;IE_2020;FASE_2020;PEDRA_2020;INDE_2020;IAA_2020;IEG_2020;DESTAQUE_IEG_2020;IDA_2020;DESTAQUE_IDA_2020;IPV_2020;DESTAQUE_IPV_2020;IPP_2020;IPS_2020;IAN_2020;PONTO_VIRADA_2020;IE_2021;FASE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;IPV_2021;IAN_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;BOLSISTA_2022;FASE_2022;PEDRA_2022;INDE_2022;IAA_2022;IEG_2022;DESTAQUE_IEG_2022;IDA_2022;DESTAQUE_IDA_2022;IPV_2022;DESTAQUE_IPV_2022;IPS_2022;IPP_2022;IAN_2022;CG_2022;CF_2022;CT_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;REC_EQUIPE_1_2022;REC_EQUIPE_2_2022;REC_EQUIPE_3_2022;REC_EQUIPE_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;NIVEL_IDEAL_2022
394;2016;Rede Decisão/União;4F;Quartzo;5.93;7.5;5.3;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;6.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.17;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.25;5.0;5;Não;Rede Decisão;4.0;Ágata;6.05;7.1;5.3;6.9;5.2;7.2;6.7;5.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;Nível 6 (2o EM);-2.0;Sim;4.0;Ametista;7.06;7.5;8.9;Destaque: A sua boa entrega das lições de casa.;7.27;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.79;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.0;7.66;2.5;468.0;38.0;9.0;6.0;7.3;8.5;4.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;Fase 7 (3º EM)
395;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Quartzo;5.06;9.17;4.08;Melhorar: Melhorar a sua entrega de lições de casa.;2.78;Melhorar: Empenhar-se mais nas aulas e avaliações.;5.75;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;2.5;817.0;126.0;5.0;4.0;3.2;1.2;4.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;Fase 6 (2º EM)
396;2019;Escola Pública;4A;Ametista;7.45;7.5;9.1;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;6.11;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.13;7.5;5;Não;Escola Pública;5.0;Ametista;7.59;7.9;8.1;7.5;7.2;7.7;8.7;5.0;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;Nível 6 (2o EM);-1.0;Não;6.0;Ágata;6.24;7.92;6.08;Melhorar: Melhorar a sua entrega de lições de casa.;4.99;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.33;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.19;5.0;698.0;14.0;14.0;8.2;1.5;5.3;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 7 (3º EM)
397;2016;Rede Decisão/União;3B;Ametista;7.69;9.17;9.5;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.75;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;4.38;10;Não;Rede Decisão;3.0;Quartzo;4.26;6.7;2.8;3.1;2.5;4.6;3.8;10.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.93;9.5;5.87;Melhorar: Melhorar a sua entrega de lições de casa.;5.57;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.0;Destaque: A sua boa integração aos Princípios Passos Mágicos.;5.63;5.31;10.0;512.0;146.0;6.0;2.9;8.3;;2.0;Promovido de Fase;Mantido na Fase atual;;;Não;Não;ALFA  (2º e 3º ano)
399;2020;Escola Pública;2P;Quartzo;4.23;0.0;4.6;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.78;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.71;6.88;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;2019;Escola Pública;1C;Quartzo;4.86;9.0;4.3;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.5;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.29;3.75;5;Não;Escola Pública;1.0;Quartzo;3.73;0.0;3.3;5.6;1.2;7.3;5.2;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;2019;Escola Pública;3L;Ametista;8.41;9.58;9.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.17;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.46;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.97;7.5;10;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.1;8.0;7.67;Destaque: A sua boa entrega das lições de casa.;5.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.0;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.63;10.0;457.0;133.0;4.0;6.5;4.0;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;ALFA  (2º e 3º ano)
403;2021;;;;;;;;;;;;;;;;Escola Pública;3.0;Ametista;7.88;9.2;7.2;7.5;6.4;7.9;8.5;10.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);0.0;Não;4.0;Quartzo;5.6;0.0;5.28;Melhorar: Melhorar a sua entrega de lições de casa.;3.94;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.96;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.25;7.34;10.0;775.0;70.0;12.0;3.7;4.7;3.5;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 4 (9º ano)
404;2016;Rede Decisão/União;3L;Ametista;8.32;1.0;9.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;6.67;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.54;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.59;4.38;10;Não;Rede Decisão;4.0;Topázio;8.5;8.8;9.2;7.5;7.4;8.9;8.3;10.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;Nível 4 (9o ano);0.0;Sim;5.0;Topázio;8.94;8.33;9.66;Destaque: A sua boa entrega das lições de casa.;8.51;Destaque: As suas boas notas na Passos Mágicos.;9.08;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.13;8.44;10.0;6.0;4.0;3.0;8.8;8.3;8.4;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;Fase 5 (1º EM)
405;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Ametista;7.77;8.5;8.3;7.5;6.0;7.5;7.8;10.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;ALFA  (2o e 3o ano);0.0;Não;1.0;Ágata;7.01;8.5;8.39;Destaque: A sua boa entrega das lições de casa.;3.92;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.83;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.83;10.0;483.0;126.0;10.0;2.8;5.0;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 1 (4º ano)
406;2018;Escola Pública;1D;Ametista;7.98;9.0;8.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.25;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.19;7.5;5;Não;Escola Pública;1.0;Ágata;6.87;9.0;8.3;6.9;6.4;7.5;5.4;5.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);-1.0;Não;1.0;Ametista;7.81;9.0;8.17;Destaque: A sua boa entrega das lições de casa.;9.17;Destaque: As suas boas notas na Passos Mágicos.;7.83;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;199.0;47.0;3.0;9.3;9.0;;3.0;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Não;Fase 3 (7º e 8º ano)
407;2018;Rede Decisão/União;3L;Ametista;8.29;5.83;9.9;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.67;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;9.17;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.59;5.0;10;Sim;Rede Decisão;4.0;Topázio;8.48;8.3;8.9;7.5;6.6;9.2;9.4;10.0;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;Nível 4 (9o ano);0.0;Sim;5.0;Topázio;8.92;8.33;9.62;Destaque: A sua boa entrega das lições de casa.;7.72;Destaque: As suas boas notas na Passos Mágicos.;9.58;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8.13;8.91;10.0;7.0;5.0;4.0;7.0;6.7;9.5;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;Fase 5 (1º EM)
408;2020;Escola Pública;0C;Topázio;9.32;9.0;1.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;1.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;8.33;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;1.0;10;Não;Escola Pública;1.0;Topázio;8.7;9.0;9.2;8.8;7.2;8.8;8.9;10.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 1 (4o ano);0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.38;5.75;8.39;Destaque: A sua boa entrega das lições de casa.;5.5;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.11;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;6.04;5.0;664.0;121.0;12.0;5.0;6.0;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
410;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Quartzo;5.2;0.0;5.13;Melhorar: Melhorar a sua entrega de lições de casa.;5.37;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.58;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.31;5.0;811.0;188.0;7.0;5.8;5.0;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 1 (4º ano)
411;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.41;9.0;9.38;Destaque: A sua boa entrega das lições de casa.;4.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.42;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.63;10.0;359.0;108.0;7.0;3.7;4.7;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;ALFA  (2º e 3º ano)
412;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.74;9.5;9.39;Destaque: A sua boa entrega das lições de casa.;5.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.06;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.04;10.0;219.0;57.0;4.0;3.0;8.5;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 1 (4º ano)
413;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.83;8.5;9.7;Destaque: A sua boa entrega das lições de casa.;3.25;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.56;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;546.0;85.0;6.0;0.5;6.0;;3.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
414;2019;Escola Pública;2P;Quartzo;5.77;6.92;8.0;Seu destaque em 2020: A sua boa entrega das lições de casa.;0.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;6.89;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.54;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;4.0;Ágata;6.32;7.92;8.73;Destaque: A sua boa entrega das lições de casa.;3.67;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.71;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.03;2.5;681.0;61.0;11.0;4.8;5.8;0.3;4.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;Fase 8 (Universitários)
416;2018;Escola Pública;2G;Ametista;7.78;9.0;9.7;Seu destaque em 2020: A sua boa entrega das lições de casa.;7.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.22;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.71;6.25;5;Não;Escola Pública;2.0;Ametista;7.35;9.0;8.8;4.4;6.9;7.3;8.2;5.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;Nível 4 (9o ano);-2.0;Não;3.0;Ágata;7.02;1.0;8.13;Destaque: A sua boa entrega das lições de casa.;6.29;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.62;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;7.5;5.0;482.0;62.0;4.0;5.3;6.3;7.2;4.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;Fase 5 (1º EM)
417;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.48;8.5;8.01;Destaque: A sua boa entrega das lições de casa.;6.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.83;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;5.63;10.0;322.0;83.0;6.0;4.5;9.0;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 1 (4º ano)
418;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ágata;6.71;9.0;8.49;Destaque: A sua boa entrega das lições de casa.;5.42;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.0;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.63;5.63;5.0;589.0;162.0;12.0;4.7;6.2;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
419;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;4.0;Ametista;7.05;1.0;8.26;Destaque: A sua boa entrega das lições de casa.;5.17;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.83;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.5;5.0;470.0;39.0;9.0;4.3;6.8;4.3;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;Sim;Não;Fase 6 (2º EM)
420;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Topázio;8.2;9.5;9.23;Destaque: A sua boa entrega das lições de casa.;9.08;Destaque: As suas boas notas na Passos Mágicos.;8.56;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;85.0;19.0;2.0;8.3;9.8;;3.0;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;;Sim;Sim;Fase 2 (5º e 6º ano)
421;2018;Escola Pública;3A;Ágata;7.14;9.58;5.9;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;7.67;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.25;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.66;7.5;5;Não;Escola Pública;4.0;Ágata;6.62;9.2;5.8;7.5;5.8;7.7;6.9;5.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;Nível 6 (2o EM);-2.0;Não;5.0;Quartzo;5.58;9.17;6.15;Melhorar: Melhorar a sua entrega de lições de casa.;5.61;Melhorar: Empenhar-se mais nas aulas e avaliações.;4.37;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;4.38;5.0;777.0;51.0;9.0;6.3;2.5;8.0;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 7 (3º EM)
422;2021;;;;;;;;;;;;;;;;Escola Pública;0.0;Ametista;7.97;9.0;10.0;7.5;7.2;8.4;7.7;5.0;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 2 (5o e 6o ano);-2.0;Não;1.0;Ametista;7.63;9.5;9.19;Destaque: A sua boa entrega das lições de casa.;7.08;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.08;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.63;5.0;260.0;67.0;6.0;7.2;7.0;;2.0;Promovido de Fase;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
423;;;;;;;;;;;;;;;;;Escola Pública;5.0;Quartzo;3.15;0.0;1.7;5.0;1.5;6.9;4.2;5.0;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;Nível 7 (3o EM);-2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;2017;Escola Pública;1G;Ametista;7.91;9.0;8.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;9.0;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;7.42;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.19;7.5;5;Não;Escola Pública;2.0;Ágata;5.99;9.0;5.0;7.5;4.5;7.3;6.1;5.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;2.0;Ágata;6.78;9.0;7.68;Destaque: A sua boa entrega das lições de casa.;5.42;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.33;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6.25;6.67;5.0;561.0;88.0;5.0;4.0;6.8;;3.0;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;Fase 4 (9º ano)
425;2019;Escola Pública;3H;Ágata;7.13;8.75;6.2;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;7.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;5.67;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6.67;7.5;10;Não;Escola Pública;3.0;Ágata;6.64;9.2;6.4;7.5;5.5;7.1;6.9;5.0;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 4 (9o ano);-1.0;Não;4.0;Ágata;6.48;1.0;6.35;Melhorar: Melhorar a sua entrega de lições de casa.;4.61;Melhorar: Empenhar-se mais nas aulas e avaliações.;6.67;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.03;5.0;646.0;59.0;13.0;5.3;5.7;2.8;4.0;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;Fase 5 (1º EM)
426;2020;Escola Pública;1K;Ágata;6.65;8.0;6.5;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;5.0;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.83;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.29;7.5;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Topázio;8.57;9.5;9.23;Destaque: A sua boa entrega das lições de casa.;9.52;Destaque: As suas boas notas na Passos Mágicos.;8.08;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.88;5.63;10.0;29.0;4.0;1.0;9.8;9.3;;2.0;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;ALFA  (2º e 3º ano)
428;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;1.0;Ametista;7.59;9.0;8.34;Destaque: A sua boa entrega das lições de casa.;7.83;Destaque: As suas boas notas na Passos Mágicos.;7.92;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;5.0;274.0;72.0;4.0;8.3;7.3;;2.0;Mantido na Fase atual;Promovido de Fase;;;Não;Não;Fase 2 (5º e 6º ano)
429;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Ágata;6.85;8.0;7.75;Destaque: A sua boa entrega das lições de casa.;5.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.5;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.04;5.0;537.0;83.0;9.0;5.0;6.5;;3.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
430;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;0.0;Ametista;7.05;8.0;8.34;Destaque: A sua boa entrega das lições de casa.;6.33;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.67;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.31;5.0;472.0;135.0;5.0;7.0;5.7;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
431;2020;Escola Pública;0F;Ágata;6.81;9.5;9.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;8.5;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;3.83;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;2.5;6.88;5;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;2020;;;;;;;;;;;;;;;;Escola Pública;0.0;Quartzo;4.95;9.0;6.7;5.0;2.6;2.5;4.8;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;Nível 2 (5o e 6o ano);-2.0;Não;1.0;Quartzo;4.95;6.92;7.22;Melhorar: Melhorar a sua entrega de lições de casa.;3.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;3.75;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5.0;3.13;5.0;826.0;189.0;11.0;3.2;4.3;;2.0;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;Fase 2 (5º e 6º ano)
433;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;2.0;Topázio;8.26;7.0;1.0;Destaque: A sua boa entrega das lições de casa.;7.5;Destaque: As suas boas notas na Passos Mágicos.;8.44;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;6.25;10.0;69.0;7.0;1.0;8.0;7.0;;3.0;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Sim;Fase 2 (5º e 6º ano)
434;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Não;3.0;Ametista;7.89;1.0;1.0;Destaque: A sua boa entrega das lições de casa.;6.06;Melhorar: Empenhar-se mais nas aulas e avaliações.;8.39;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6.88;8.13;5.0;174.0;28.0;2.0;7.0;6.5;4.7;3.0;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase;;Sim;Sim;Fase 4 (9º ano)
435;2020;Escola Pública;4B;Ametista;7.31;7.5;8.8;Seu destaque em 2020: A sua boa entrega das lições de casa.;5.33;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;8.06;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75;7.5;5;Não;Escola Pública;5.0;Quartzo;4.17;6.7;4.7;0.0;3.0;7.5;3.5;5.0;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Promovido de Fase;Não;Nível 7 (3o EM);-2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;2021;;;;;;;;;;;;;;;;Escola Pública;2.0;Ametista;7.74;9.5;8.8;7.5;6.3;8.5;8.4;5.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;Nível 3 (7o e 8o ano);-1.0;Não;2.0;Ágata;6.29;9.0;5.64;Melhorar: Melhorar a sua entrega de lições de casa.;4.75;Melhorar: Empenhar-se mais nas aulas e avaliações.;7.17;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7.5;6.25;5.0;690.0;127.0;10.0;5.0;4.5;;3.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;Fase 3 (7º e 8º ano)
437;2018;Escola Pública;1C;Ametista;7.81;1.0;8.5;Seu destaque em 2020: A sua boa entrega das lições de casa.;5.5;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;7.33;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.92;7.5;10;Não;Escola Pública;2.0;Ágata;6.48;8.5;5.0;7.5;4.0;7.7;6.6;10.0;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;Nível 2 (5o e 6o ano);0.0;Não;1.0;Ametista;7.7;8.5;8.78;Destaque: A sua boa entrega das lições de casa.;8.75;Destaque: As suas boas notas na Passos Mágicos.;7.56;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7.5;5.83;5.0;234.0;61.0;9.0;8.0;9.5;;3.0;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;Fase 2 (5º e 6º ano)
